web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680310635-2965","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","02:30","Parcialmente cubierto","21°","4 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2966","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","03:00","Parcialmente cubierto","20°","2 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2967","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","03:30","Parcialmente cubierto","20°","9 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2968","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","04:00","Parcialmente cubierto","21°","7 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2969","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","04:30","Parcialmente cubierto","21°","7 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2970","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","05:00","Parcialmente cubierto","20°","6 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2971","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","05:30","Parcialmente cubierto","21°","11 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2972","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","06:00","Parcialmente cubierto","20°","13 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2973","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","06:30","Nubes dispersas","20°","11 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2974","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","07:00","Nubes dispersas","19°","9 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2975","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","07:30","Nubes dispersas","20°","13 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2976","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","08:00","Parcialmente cubierto","19°","11 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2977","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","08:30","Parcialmente cubierto","20°","13 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2978","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","09:00","Nubes dispersas","21°","11 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2979","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","09:30","Nubes dispersas","22°","11 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2980","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","10:00","Nubes dispersas","22°","7 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2981","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","10:30","Nubes dispersas","23°","6 km/h","61%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2982","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","11:00","Nubes dispersas","22°","11 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2983","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","11:30","Nubes dispersas","23°","15 km/h","65%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2984","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","12:00","Nubes dispersas","23°","17 km/h","65%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2985","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","12:30","Nubes dispersas","24°","15 km/h","57%","1025 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2986","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","13:00","Nubes dispersas","24°","20 km/h","50%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2987","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","13:30","Nubes dispersas","24°","24 km/h","54%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2988","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","14:00","Nubes dispersas","24°","28 km/h","54%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2989","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","14:30","Nubes dispersas","23°","26 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2990","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","15:00","Nubes dispersas","24°","22 km/h","54%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2991","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","15:30","Nubes dispersas","23°","19 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2992","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","16:00","Nubes dispersas","22°","17 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2993","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","16:30","Nubes dispersas","22°","11 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2994","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","17:00","Nubes dispersas","22°","17 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2995","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","17:30","Nubes dispersas","22°","15 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2996","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","18:00","Nubes dispersas","22°","11 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2997","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","18:30","Nubes dispersas","21°","19 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2998","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","19:00","Despejado","20°","13 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2999","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","19:30","Despejado","21°","11 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3000","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","20:00","Despejado","21°","11 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3001","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","20:30","Despejado","21°","9 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3002","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","21:00","Despejado","20°","11 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3003","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","21:30","Despejado","20°","11 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3004","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","22:00","Despejado","19°","9 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3005","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","22:30","Despejado","19°","11 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3006","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","23:00","Despejado","18°","13 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-3007","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","23:30","Nubes dispersas","19°","13 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310637-3008","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","00:00","Despejado","19°","11 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3009","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3010","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","00:30","Despejado","18°","11 km/h","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3011","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","01:00","Despejado","19°","13 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3012","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","01:30","Despejado","19°","13 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3013","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","02:00","Despejado","20°","13 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3014","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","02:30","Despejado","20°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3015","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","03:00","Despejado","20°","11 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3016","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","03:30","Despejado","19°","11 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3017","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","04:00","Despejado","19°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3018","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","04:30","Despejado","19°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3019","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","05:00","Despejado","19°","13 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3020","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","05:30","Despejado","19°","15 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3021","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","06:00","Despejado","20°","17 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3022","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","06:30","Despejado","19°","17 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3023","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","07:00","Despejado","20°","17 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3024","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","07:30","Nubes dispersas","18°","13 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3025","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","08:00","Nubes dispersas","19°","15 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3026","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","08:30","Nubes dispersas","19°","15 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3027","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","09:00","Nubes dispersas","20°","13 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3028","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","09:30","Nubes dispersas","21°","15 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3029","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","10:00","Nubes dispersas","22°","15 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3030","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","10:30","Nubes dispersas","22°","15 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3031","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","11:00","Nubes dispersas","23°","19 km/h","50%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3032","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","11:30","Despejado","23°","20 km/h","47%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3033","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","12:00","Despejado","23°","26 km/h","50%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3034","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","12:30","Despejado","23°","24 km/h","53%","1023 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3035","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","13:00","Despejado","23°","22 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3036","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","13:30","Despejado","23°","24 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3037","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","14:00","Despejado","23°","24 km/h","61%","1021 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3038","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","14:30","Despejado","23°","22 km/h","57%","1021 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3039","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","15:00","Nubes dispersas","23°","26 km/h","57%","1021 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
"1680310637-3040","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 31 Diciembre 2022","15:30","Nubes dispersas","23°","26 km/h","61%","1021 hPa","https://www.tutiempo.net/registros/gclp/31-diciembre-2022.html"
