web-scraper-order,web-scraper-start-url,pagination,Hora,Tem,Hum,fecha
"1679676832-3935","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","21:00","19°","37%","Domingo 29 Diciembre 2019"
"1679676832-3936","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","21:30","19°","37%","Domingo 29 Diciembre 2019"
"1679676832-3937","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","22:00","19°","26%","Domingo 29 Diciembre 2019"
"1679676832-3938","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","22:30","20°","26%","Domingo 29 Diciembre 2019"
"1679676832-3939","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","23:00","20°","26%","Domingo 29 Diciembre 2019"
"1679676832-3940","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","23:30","21°","25%","Domingo 29 Diciembre 2019"
"1679676835-3941","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","00:00","21°","23%","Lunes 30 Diciembre 2019"
"1679676835-3942","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","null","null","null","Lunes 30 Diciembre 2019"
"1679676835-3943","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","00:30","21°","21%","Lunes 30 Diciembre 2019"
"1679676835-3944","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","01:00","21°","21%","Lunes 30 Diciembre 2019"
"1679676835-3945","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","01:30","22°","25%","Lunes 30 Diciembre 2019"
"1679676835-3946","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","02:00","20°","28%","Lunes 30 Diciembre 2019"
"1679676835-3947","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","02:30","20°","30%","Lunes 30 Diciembre 2019"
"1679676835-3948","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","03:00","19°","32%","Lunes 30 Diciembre 2019"
"1679676835-3949","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","03:30","19°","40%","Lunes 30 Diciembre 2019"
"1679676835-3950","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","04:00","19°","40%","Lunes 30 Diciembre 2019"
"1679676835-3951","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","04:30","19°","37%","Lunes 30 Diciembre 2019"
"1679676835-3952","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","05:00","18°","39%","Lunes 30 Diciembre 2019"
"1679676835-3953","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","05:30","18°","39%","Lunes 30 Diciembre 2019"
"1679676835-3954","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","06:00","17°","45%","Lunes 30 Diciembre 2019"
"1679676835-3955","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","06:30","18°","45%","Lunes 30 Diciembre 2019"
"1679676835-3956","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","07:00","17°","48%","Lunes 30 Diciembre 2019"
"1679676835-3957","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","07:30","17°","48%","Lunes 30 Diciembre 2019"
"1679676835-3958","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","08:00","18°","56%","Lunes 30 Diciembre 2019"
"1679676835-3959","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","08:30","18°","56%","Lunes 30 Diciembre 2019"
"1679676835-3960","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","09:00","20°","49%","Lunes 30 Diciembre 2019"
"1679676835-3961","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","09:30","21°","49%","Lunes 30 Diciembre 2019"
"1679676835-3962","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","10:00","22°","43%","Lunes 30 Diciembre 2019"
"1679676835-3963","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","10:30","23°","41%","Lunes 30 Diciembre 2019"
"1679676835-3964","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","11:00","23°","41%","Lunes 30 Diciembre 2019"
"1679676835-3965","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","11:30","23°","41%","Lunes 30 Diciembre 2019"
"1679676835-3966","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","12:00","22°","43%","Lunes 30 Diciembre 2019"
"1679676835-3967","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","12:30","23°","41%","Lunes 30 Diciembre 2019"
"1679676835-3968","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","13:00","23°","36%","Lunes 30 Diciembre 2019"
"1679676835-3969","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","13:30","23°","36%","Lunes 30 Diciembre 2019"
"1679676835-3970","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","14:00","24°","34%","Lunes 30 Diciembre 2019"
"1679676835-3971","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","14:30","23°","31%","Lunes 30 Diciembre 2019"
"1679676835-3972","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","15:00","23°","33%","Lunes 30 Diciembre 2019"
"1679676835-3973","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","15:30","23°","36%","Lunes 30 Diciembre 2019"
"1679676835-3974","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","16:00","23°","36%","Lunes 30 Diciembre 2019"
"1679676835-3975","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","16:30","23°","38%","Lunes 30 Diciembre 2019"
"1679676835-3976","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","17:00","22°","41%","Lunes 30 Diciembre 2019"
"1679676835-3977","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","17:30","22°","41%","Lunes 30 Diciembre 2019"
"1679676835-3978","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","18:00","21°","49%","Lunes 30 Diciembre 2019"
"1679676835-3979","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","18:30","21°","40%","Lunes 30 Diciembre 2019"
"1679676835-3980","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","19:00","20°","35%","Lunes 30 Diciembre 2019"
"1679676835-3981","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","19:30","20°","32%","Lunes 30 Diciembre 2019"
"1679676835-3982","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","20:00","19°","26%","Lunes 30 Diciembre 2019"
"1679676835-3983","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","20:30","20°","26%","Lunes 30 Diciembre 2019"
"1679676835-3984","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","21:00","19°","32%","Lunes 30 Diciembre 2019"
"1679676835-3985","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","21:30","19°","43%","Lunes 30 Diciembre 2019"
"1679676835-3986","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","22:00","19°","64%","Lunes 30 Diciembre 2019"
"1679676835-3987","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","22:30","19°","68%","Lunes 30 Diciembre 2019"
"1679676835-3988","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","23:00","19°","64%","Lunes 30 Diciembre 2019"
"1679676835-3989","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/30-diciembre-2019.html","23:30","18°","59%","Lunes 30 Diciembre 2019"
"1679676837-3990","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","00:00","18°","56%","Martes 31 Diciembre 2019"
"1679676837-3991","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","null","null","null","Martes 31 Diciembre 2019"
"1679676837-3992","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","00:30","17°","36%","Martes 31 Diciembre 2019"
"1679676837-3993","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","01:00","17°","32%","Martes 31 Diciembre 2019"
"1679676837-3994","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","01:30","18°","37%","Martes 31 Diciembre 2019"
"1679676837-3995","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","02:00","18°","42%","Martes 31 Diciembre 2019"
"1679676837-3996","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","02:30","18°","56%","Martes 31 Diciembre 2019"
"1679676837-3997","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","03:00","18°","68%","Martes 31 Diciembre 2019"
"1679676837-3998","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","03:30","17°","82%","Martes 31 Diciembre 2019"
"1679676837-3999","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","04:00","16°","82%","Martes 31 Diciembre 2019"
"1679676837-4000","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","04:30","17°","77%","Martes 31 Diciembre 2019"
"1679676837-4001","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","05:00","17°","82%","Martes 31 Diciembre 2019"
"1679676837-4002","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","05:30","16°","88%","Martes 31 Diciembre 2019"
"1679676837-4003","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","06:00","16°","88%","Martes 31 Diciembre 2019"
"1679676837-4004","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","06:30","16°","88%","Martes 31 Diciembre 2019"
"1679676837-4005","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","07:00","16°","82%","Martes 31 Diciembre 2019"
"1679676837-4006","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","07:30","16°","82%","Martes 31 Diciembre 2019"
"1679676837-4007","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","08:00","15°","88%","Martes 31 Diciembre 2019"
"1679676837-4008","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","08:30","16°","82%","Martes 31 Diciembre 2019"
"1679676837-4009","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","09:00","17°","82%","Martes 31 Diciembre 2019"
"1679676837-4010","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","09:30","18°","77%","Martes 31 Diciembre 2019"
"1679676837-4011","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","10:00","19°","73%","Martes 31 Diciembre 2019"
"1679676837-4012","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","10:30","19°","78%","Martes 31 Diciembre 2019"
"1679676837-4013","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","11:00","20°","73%","Martes 31 Diciembre 2019"
"1679676837-4014","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","11:30","19°","78%","Martes 31 Diciembre 2019"
"1679676837-4015","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","12:00","20°","68%","Martes 31 Diciembre 2019"
"1679676837-4016","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","12:30","20°","68%","Martes 31 Diciembre 2019"
"1679676837-4017","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","13:00","20°","64%","Martes 31 Diciembre 2019"
"1679676837-4018","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","13:30","21°","56%","Martes 31 Diciembre 2019"
"1679676837-4019","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","14:00","21°","53%","Martes 31 Diciembre 2019"
"1679676837-4020","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","14:30","21°","46%","Martes 31 Diciembre 2019"
"1679676837-4021","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","15:00","21°","46%","Martes 31 Diciembre 2019"
"1679676837-4022","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","15:30","20°","49%","Martes 31 Diciembre 2019"
"1679676837-4023","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/31-diciembre-2019.html","16:00","20°","53%","Martes 31 Diciembre 2019"
