LOCALIZATION,DAY,MONTH,YEAR,WEEKDAY,SCHOOLDAY,HOLIDAY,HOUR,TEMPERATURE,HUMIDITY,CHECK IN,CHECK OUT
SAN BERNARDO,27,12,2022,1,False,False,5,22,46,1,0
SAN BERNARDO,27,12,2022,1,False,False,4,22,57,0,1
SAN BERNARDO,27,12,2022,1,False,False,3,22,53,0,0
SAN BERNARDO,27,12,2022,1,False,False,2,22,57,0,0
SAN BERNARDO,27,12,2022,1,False,False,1,22,53,1,4
SAN BERNARDO,27,12,2022,1,False,False,0,21,49,1,7
SAN BERNARDO,26,12,2022,0,False,True,23,20,46,2,25
SAN BERNARDO,26,12,2022,0,False,True,22,19,68,7,29
SAN BERNARDO,26,12,2022,0,False,True,21,19,68,16,30
SAN BERNARDO,26,12,2022,0,False,True,20,20,64,33,52
SAN BERNARDO,26,12,2022,0,False,True,19,21,64,42,61
SAN BERNARDO,26,12,2022,0,False,True,18,21,64,71,51
SAN BERNARDO,26,12,2022,0,False,True,17,22,57,55,49
SAN BERNARDO,26,12,2022,0,False,True,16,22,64,30,46
SAN BERNARDO,26,12,2022,0,False,True,15,22,64,21,43
SAN BERNARDO,26,12,2022,0,False,True,14,23,53,59,39
SAN BERNARDO,26,12,2022,0,False,True,13,24,50,67,54
SAN BERNARDO,26,12,2022,0,False,True,12,23,53,67,44
SAN BERNARDO,26,12,2022,0,False,True,11,23,57,56,23
SAN BERNARDO,26,12,2022,0,False,True,10,22,64,36,12
SAN BERNARDO,26,12,2022,0,False,True,9,20,73,13,2
SAN BERNARDO,26,12,2022,0,False,True,8,17,88,2,4
SAN BERNARDO,26,12,2022,0,False,True,7,17,88,1,0
SAN BERNARDO,26,12,2022,0,False,True,6,17,82,0,0
SAN BERNARDO,26,12,2022,0,False,True,5,17,77,0,0
SAN BERNARDO,26,12,2022,0,False,True,4,17,72,0,0
SAN BERNARDO,26,12,2022,0,False,True,3,17,77,1,0
SAN BERNARDO,26,12,2022,0,False,True,2,17,72,0,0
SAN BERNARDO,26,12,2022,0,False,True,1,18,68,1,2
SAN BERNARDO,26,12,2022,0,False,True,0,18,73,0,4
SAN BERNARDO,25,12,2022,6,True,False,23,18,68,3,5
SAN BERNARDO,25,12,2022,6,True,False,22,18,59,3,11
SAN BERNARDO,25,12,2022,6,True,False,21,18,56,12,16
SAN BERNARDO,25,12,2022,6,True,False,20,20,43,16,21
SAN BERNARDO,25,12,2022,6,True,False,19,19,68,25,10
SAN BERNARDO,25,12,2022,6,True,False,18,22,53,19,15
SAN BERNARDO,25,12,2022,6,True,False,17,23,53,8,15
SAN BERNARDO,25,12,2022,6,True,False,16,24,47,8,9
SAN BERNARDO,25,12,2022,6,True,False,15,25,34,5,4
SAN BERNARDO,25,12,2022,6,True,False,14,25,32,20,8
SAN BERNARDO,25,12,2022,6,True,False,13,25,39,20,16
SAN BERNARDO,25,12,2022,6,True,False,12,24,57,9,12
SAN BERNARDO,25,12,2022,6,True,False,11,23,61,6,8
SAN BERNARDO,25,12,2022,6,True,False,10,21,69,8,8
SAN BERNARDO,25,12,2022,6,True,False,9,19,68,2,2
SAN BERNARDO,25,12,2022,6,True,False,8,16,68,1,2
SAN BERNARDO,25,12,2022,6,True,False,7,17,55,0,0
SAN BERNARDO,25,12,2022,6,True,False,6,17,52,0,1
SAN BERNARDO,25,12,2022,6,True,False,5,17,52,1,0
SAN BERNARDO,25,12,2022,6,True,False,4,17,42,0,2
SAN BERNARDO,25,12,2022,6,True,False,3,17,45,1,2
SAN BERNARDO,25,12,2022,6,True,False,2,17,45,1,4
SAN BERNARDO,25,12,2022,6,True,False,1,18,42,7,11
SAN BERNARDO,25,12,2022,6,True,False,0,18,49,7,13
SAN BERNARDO,24,12,2022,5,True,False,23,18,59,7,16
SAN BERNARDO,24,12,2022,5,True,False,22,18,64,5,6
SAN BERNARDO,24,12,2022,5,True,False,21,19,73,10,6
SAN BERNARDO,24,12,2022,5,True,False,20,20,73,20,27
SAN BERNARDO,24,12,2022,5,True,False,19,21,73,27,68
SAN BERNARDO,24,12,2022,5,True,False,18,22,73,23,79
SAN BERNARDO,24,12,2022,5,True,False,17,23,69,39,83
SAN BERNARDO,24,12,2022,5,True,False,16,23,69,40,71
SAN BERNARDO,24,12,2022,5,True,False,15,23,73,49,53
SAN BERNARDO,24,12,2022,5,True,False,14,23,73,87,85
SAN BERNARDO,24,12,2022,5,True,False,13,23,73,113,87
SAN BERNARDO,24,12,2022,5,True,False,12,22,73,129,99
SAN BERNARDO,24,12,2022,5,True,False,11,22,64,115,77
SAN BERNARDO,24,12,2022,5,True,False,10,23,47,95,28
SAN BERNARDO,24,12,2022,5,True,False,9,21,38,37,8
SAN BERNARDO,24,12,2022,5,True,False,8,17,48,14,4
SAN BERNARDO,24,12,2022,5,True,False,7,17,55,4,3
SAN BERNARDO,24,12,2022,5,True,False,6,17,52,3,1
SAN BERNARDO,24,12,2022,5,True,False,5,17,45,0,9
SAN BERNARDO,24,12,2022,5,True,False,4,17,52,0,4
SAN BERNARDO,24,12,2022,5,True,False,3,17,55,0,7
SAN BERNARDO,24,12,2022,5,True,False,2,17,55,0,4
SAN BERNARDO,24,12,2022,5,True,False,1,17,42,1,12
SAN BERNARDO,24,12,2022,5,True,False,0,19,34,7,45
SAN BERNARDO,23,12,2022,4,False,False,23,17,45,4,60
SAN BERNARDO,23,12,2022,4,False,False,22,19,64,22,80
SAN BERNARDO,23,12,2022,4,False,False,21,19,73,60,67
SAN BERNARDO,23,12,2022,4,False,False,20,19,83,67,73
SAN BERNARDO,23,12,2022,4,False,False,19,20,78,85,86
SAN BERNARDO,23,12,2022,4,False,False,18,21,78,91,88
SAN BERNARDO,23,12,2022,4,False,False,17,22,73,91,88
SAN BERNARDO,23,12,2022,4,False,False,16,22,73,69,64
SAN BERNARDO,23,12,2022,4,False,False,15,22,73,88,75
SAN BERNARDO,23,12,2022,4,False,False,14,23,69,95,101
SAN BERNARDO,23,12,2022,4,False,False,13,22,78,109,113
SAN BERNARDO,23,12,2022,4,False,False,12,23,65,118,121
SAN BERNARDO,23,12,2022,4,False,False,11,22,69,127,112
SAN BERNARDO,23,12,2022,4,False,False,10,22,60,120,69
SAN BERNARDO,23,12,2022,4,False,False,9,20,56,97,31
SAN BERNARDO,23,12,2022,4,False,False,8,17,48,65,18
SAN BERNARDO,23,12,2022,4,False,False,7,17,48,26,12
SAN BERNARDO,23,12,2022,4,False,False,6,17,45,6,3
SAN BERNARDO,23,12,2022,4,False,False,5,18,42,0,7
SAN BERNARDO,23,12,2022,4,False,False,4,16,48,0,3
SAN BERNARDO,23,12,2022,4,False,False,3,17,45,0,9
SAN BERNARDO,23,12,2022,4,False,False,2,18,49,1,8
SAN BERNARDO,23,12,2022,4,False,False,1,18,45,1,13
SAN BERNARDO,23,12,2022,4,False,False,0,18,49,3,33
SAN BERNARDO,22,12,2022,3,True,False,23,19,56,6,45
SAN BERNARDO,22,12,2022,3,True,False,22,19,64,16,66
SAN BERNARDO,22,12,2022,3,True,False,21,19,64,42,78
SAN BERNARDO,22,12,2022,3,True,False,20,20,68,104,99
SAN BERNARDO,22,12,2022,3,True,False,19,20,73,81,87
SAN BERNARDO,22,12,2022,3,True,False,18,21,69,75,75
SAN BERNARDO,22,12,2022,3,True,False,17,22,69,89,88
SAN BERNARDO,22,12,2022,3,True,False,16,22,73,77,77
SAN BERNARDO,22,12,2022,3,True,False,15,22,73,84,84
SAN BERNARDO,22,12,2022,3,True,False,14,22,73,103,82
SAN BERNARDO,22,12,2022,3,True,False,13,22,73,120,141
SAN BERNARDO,22,12,2022,3,True,False,12,22,73,105,101
SAN BERNARDO,22,12,2022,3,True,False,11,22,69,112,76
SAN BERNARDO,22,12,2022,3,True,False,10,22,69,103,49
SAN BERNARDO,22,12,2022,3,True,False,9,20,68,84,31
SAN BERNARDO,22,12,2022,3,True,False,8,18,73,67,29
SAN BERNARDO,22,12,2022,3,True,False,7,19,64,28,11
SAN BERNARDO,22,12,2022,3,True,False,6,19,52,5,3
SAN BERNARDO,22,12,2022,3,True,False,5,19,52,0,1
SAN BERNARDO,22,12,2022,3,True,False,4,19,40,0,0
SAN BERNARDO,22,12,2022,3,True,False,3,19,40,0,1
SAN BERNARDO,22,12,2022,3,True,False,2,21,38,0,0
SAN BERNARDO,22,12,2022,3,True,False,1,20,37,0,1
SAN BERNARDO,22,12,2022,3,True,False,0,20,53,3,16
SAN BERNARDO,21,12,2022,2,True,False,23,21,46,0,36
SAN BERNARDO,21,12,2022,2,True,False,22,20,49,14,59
SAN BERNARDO,21,12,2022,2,True,False,21,20,46,26,54
SAN BERNARDO,21,12,2022,2,True,False,20,20,56,68,121
SAN BERNARDO,21,12,2022,2,True,False,19,20,60,100,121
SAN BERNARDO,21,12,2022,2,True,False,18,21,69,94,90
SAN BERNARDO,21,12,2022,2,True,False,17,22,64,86,87
SAN BERNARDO,21,12,2022,2,True,False,16,23,65,94,101
SAN BERNARDO,21,12,2022,2,True,False,15,22,69,86,78
SAN BERNARDO,21,12,2022,2,True,False,14,23,65,90,88
SAN BERNARDO,21,12,2022,2,True,False,13,22,64,113,113
SAN BERNARDO,21,12,2022,2,True,False,12,23,53,98,99
SAN BERNARDO,21,12,2022,2,True,False,11,23,53,94,77
SAN BERNARDO,21,12,2022,2,True,False,10,22,53,113,60
SAN BERNARDO,21,12,2022,2,True,False,9,20,60,92,27
SAN BERNARDO,21,12,2022,2,True,False,8,19,60,80,25
SAN BERNARDO,21,12,2022,2,True,False,7,18,56,19,13
SAN BERNARDO,21,12,2022,2,True,False,6,18,42,5,2
SAN BERNARDO,21,12,2022,2,True,False,5,19,46,1,1
SAN BERNARDO,21,12,2022,2,True,False,4,18,34,0,0
SAN BERNARDO,21,12,2022,2,True,False,3,16,42,0,1
SAN BERNARDO,21,12,2022,2,True,False,2,18,34,1,0
SAN BERNARDO,21,12,2022,2,True,False,1,19,30,0,1
SAN BERNARDO,21,12,2022,2,True,False,0,19,28,2,1
SAN BERNARDO,20,12,2022,1,True,False,23,20,26,5,30
SAN BERNARDO,20,12,2022,1,True,False,22,20,26,8,31
SAN BERNARDO,20,12,2022,1,True,False,21,19,60,17,53
SAN BERNARDO,20,12,2022,1,True,False,20,19,68,39,139
SAN BERNARDO,20,12,2022,1,True,False,19,20,64,100,101
SAN BERNARDO,20,12,2022,1,True,False,18,21,64,100,109
SAN BERNARDO,20,12,2022,1,True,False,17,22,57,109,112
SAN BERNARDO,20,12,2022,1,True,False,16,23,50,79,81
SAN BERNARDO,20,12,2022,1,True,False,15,23,53,99,78
SAN BERNARDO,20,12,2022,1,True,False,14,23,53,104,93
SAN BERNARDO,20,12,2022,1,True,False,13,23,53,97,110
SAN BERNARDO,20,12,2022,1,True,False,12,23,53,92,102
SAN BERNARDO,20,12,2022,1,True,False,11,23,57,103,91
SAN BERNARDO,20,12,2022,1,True,False,10,23,53,104,80
SAN BERNARDO,20,12,2022,1,True,False,9,20,56,121,46
SAN BERNARDO,20,12,2022,1,True,False,8,18,52,99,30
SAN BERNARDO,20,12,2022,1,True,False,7,18,56,31,15
SAN BERNARDO,20,12,2022,1,True,False,6,18,52,6,1
SAN BERNARDO,20,12,2022,1,True,False,5,17,52,0,0
SAN BERNARDO,20,12,2022,1,True,False,4,18,45,0,0
SAN BERNARDO,20,12,2022,1,True,False,3,18,45,0,0
SAN BERNARDO,20,12,2022,1,True,False,2,18,52,0,0
SAN BERNARDO,20,12,2022,1,True,False,1,18,52,1,0
SAN BERNARDO,20,12,2022,1,True,False,0,20,53,0,2
SAN BERNARDO,19,12,2022,0,True,False,23,19,83,1,8
SAN BERNARDO,19,12,2022,0,True,False,22,19,78,3,27
SAN BERNARDO,19,12,2022,0,True,False,21,20,78,9,70
SAN BERNARDO,19,12,2022,0,True,False,20,20,78,40,121
SAN BERNARDO,19,12,2022,0,True,False,19,21,78,84,112
SAN BERNARDO,19,12,2022,0,True,False,18,22,73,108,110
SAN BERNARDO,19,12,2022,0,True,False,17,22,73,110,106
SAN BERNARDO,19,12,2022,0,True,False,16,23,69,129,84
SAN BERNARDO,19,12,2022,0,True,False,15,23,69,103,68
SAN BERNARDO,19,12,2022,0,True,False,14,23,61,71,102
SAN BERNARDO,19,12,2022,0,True,False,13,23,65,69,105
SAN BERNARDO,19,12,2022,0,True,False,12,23,69,102,103
SAN BERNARDO,19,12,2022,0,True,False,11,23,65,107,88
SAN BERNARDO,19,12,2022,0,True,False,10,22,73,111,56
SAN BERNARDO,19,12,2022,0,True,False,9,20,78,99,32
SAN BERNARDO,19,12,2022,0,True,False,8,17,82,72,27
SAN BERNARDO,19,12,2022,0,True,False,7,18,83,25,11
SAN BERNARDO,19,12,2022,0,True,False,6,18,88,5,2
SAN BERNARDO,19,12,2022,0,True,False,5,18,94,1,0
SAN BERNARDO,19,12,2022,0,True,False,4,18,88,0,0
SAN BERNARDO,19,12,2022,0,True,False,3,18,73,0,0
SAN BERNARDO,19,12,2022,0,True,False,2,18,73,0,0
SAN BERNARDO,19,12,2022,0,True,False,1,17,77,0,0
SAN BERNARDO,19,12,2022,0,True,False,0,18,83,2,0
SAN BERNARDO,18,12,2022,6,True,False,23,18,77,2,3
SAN BERNARDO,18,12,2022,6,True,False,22,19,73,5,14
SAN BERNARDO,18,12,2022,6,True,False,21,19,78,7,14
SAN BERNARDO,18,12,2022,6,True,False,20,19,78,14,25
SAN BERNARDO,18,12,2022,6,True,False,19,20,73,26,24
SAN BERNARDO,18,12,2022,6,True,False,18,21,73,23,30
SAN BERNARDO,18,12,2022,6,True,False,17,21,69,14,15
SAN BERNARDO,18,12,2022,6,True,False,16,22,64,16,20
SAN BERNARDO,18,12,2022,6,True,False,15,22,64,15,29
SAN BERNARDO,18,12,2022,6,True,False,14,22,64,24,43
SAN BERNARDO,18,12,2022,6,True,False,13,22,60,38,43
SAN BERNARDO,18,12,2022,6,True,False,12,22,60,65,41
SAN BERNARDO,18,12,2022,6,True,False,11,22,69,50,25
SAN BERNARDO,18,12,2022,6,True,False,10,21,73,33,12
SAN BERNARDO,18,12,2022,6,True,False,9,21,73,14,7
SAN BERNARDO,18,12,2022,6,True,False,8,20,78,3,4
SAN BERNARDO,18,12,2022,6,True,False,7,20,78,0,2
SAN BERNARDO,18,12,2022,6,True,False,6,20,78,0,0
SAN BERNARDO,18,12,2022,6,True,False,5,19,83,0,4
SAN BERNARDO,18,12,2022,6,True,False,4,19,78,0,4
SAN BERNARDO,18,12,2022,6,True,False,3,18,77,0,7
SAN BERNARDO,18,12,2022,6,True,False,2,18,83,0,11
SAN BERNARDO,18,12,2022,6,True,False,1,18,77,6,22
SAN BERNARDO,18,12,2022,6,True,False,0,18,77,9,64
SAN BERNARDO,17,12,2022,5,True,False,23,18,77,2,47
SAN BERNARDO,17,12,2022,5,True,False,22,18,77,14,70
SAN BERNARDO,17,12,2022,5,True,False,21,19,73,50,55
SAN BERNARDO,17,12,2022,5,True,False,20,19,73,65,66
SAN BERNARDO,17,12,2022,5,True,False,19,20,68,69,64
SAN BERNARDO,17,12,2022,5,True,False,18,21,69,116,65
SAN BERNARDO,17,12,2022,5,True,False,17,21,69,58,64
SAN BERNARDO,17,12,2022,5,True,False,16,21,69,20,55
SAN BERNARDO,17,12,2022,5,True,False,15,23,61,36,50
SAN BERNARDO,17,12,2022,5,True,False,14,22,57,101,81
SAN BERNARDO,17,12,2022,5,True,False,13,22,57,104,112
SAN BERNARDO,17,12,2022,5,True,False,12,22,53,82,66
SAN BERNARDO,17,12,2022,5,True,False,11,21,60,125,58
SAN BERNARDO,17,12,2022,5,True,False,10,21,60,89,19
SAN BERNARDO,17,12,2022,5,True,False,9,20,64,42,11
SAN BERNARDO,17,12,2022,5,True,False,8,19,64,18,2
SAN BERNARDO,17,12,2022,5,True,False,7,19,73,2,7
SAN BERNARDO,17,12,2022,5,True,False,6,19,73,1,0
SAN BERNARDO,17,12,2022,5,True,False,5,19,73,0,1
SAN BERNARDO,17,12,2022,5,True,False,4,19,68,0,5
SAN BERNARDO,17,12,2022,5,True,False,3,18,73,1,8
SAN BERNARDO,17,12,2022,5,True,False,2,19,73,0,16
SAN BERNARDO,17,12,2022,5,True,False,1,19,78,1,24
SAN BERNARDO,17,12,2022,5,True,False,0,19,73,6,59
SAN BERNARDO,16,12,2022,4,True,False,23,19,73,5,39
SAN BERNARDO,16,12,2022,4,True,False,22,19,68,11,65
SAN BERNARDO,16,12,2022,4,True,False,21,19,73,41,51
SAN BERNARDO,16,12,2022,4,True,False,20,20,64,95,90
SAN BERNARDO,16,12,2022,4,True,False,19,20,64,78,83
SAN BERNARDO,16,12,2022,4,True,False,18,21,64,71,70
SAN BERNARDO,16,12,2022,4,True,False,17,21,64,72,73
SAN BERNARDO,16,12,2022,4,True,False,16,22,57,53,55
SAN BERNARDO,16,12,2022,4,True,False,15,23,57,61,59
SAN BERNARDO,16,12,2022,4,True,False,14,23,57,104,84
SAN BERNARDO,16,12,2022,4,True,False,13,23,57,105,120
SAN BERNARDO,16,12,2022,4,True,False,12,23,61,85,82
SAN BERNARDO,16,12,2022,4,True,False,11,22,60,82,92
SAN BERNARDO,16,12,2022,4,True,False,10,22,60,118,67
SAN BERNARDO,16,12,2022,4,True,False,9,20,64,98,44
SAN BERNARDO,16,12,2022,4,True,False,8,19,73,101,27
SAN BERNARDO,16,12,2022,4,True,False,7,18,83,28,13
SAN BERNARDO,16,12,2022,4,True,False,6,18,83,5,2
SAN BERNARDO,16,12,2022,4,True,False,5,18,83,1,3
SAN BERNARDO,16,12,2022,4,True,False,4,19,73,0,0
SAN BERNARDO,16,12,2022,4,True,False,3,19,68,0,0
SAN BERNARDO,16,12,2022,4,True,False,2,18,77,0,3
SAN BERNARDO,16,12,2022,4,True,False,1,19,78,1,7
SAN BERNARDO,16,12,2022,4,True,False,0,18,83,2,26
SAN BERNARDO,15,12,2022,3,True,False,23,19,78,3,34
SAN BERNARDO,15,12,2022,3,True,False,22,19,78,4,39
SAN BERNARDO,15,12,2022,3,True,False,21,20,73,23,64
SAN BERNARDO,15,12,2022,3,True,False,20,20,73,73,99
SAN BERNARDO,15,12,2022,3,True,False,19,21,64,89,115
SAN BERNARDO,15,12,2022,3,True,False,18,22,57,94,91
SAN BERNARDO,15,12,2022,3,True,False,17,22,57,89,100
SAN BERNARDO,15,12,2022,3,True,False,16,23,57,97,73
SAN BERNARDO,15,12,2022,3,True,False,15,23,57,78,80
SAN BERNARDO,15,12,2022,3,True,False,14,23,57,104,108
SAN BERNARDO,15,12,2022,3,True,False,13,23,57,96,110
SAN BERNARDO,15,12,2022,3,True,False,12,23,57,72,72
SAN BERNARDO,15,12,2022,3,True,False,11,23,53,81,79
SAN BERNARDO,15,12,2022,3,True,False,10,22,57,114,56
SAN BERNARDO,15,12,2022,3,True,False,9,20,60,96,41
SAN BERNARDO,15,12,2022,3,True,False,8,20,64,89,23
SAN BERNARDO,15,12,2022,3,True,False,7,19,68,39,18
SAN BERNARDO,15,12,2022,3,True,False,6,19,68,7,2
SAN BERNARDO,15,12,2022,3,True,False,5,19,68,0,0
SAN BERNARDO,15,12,2022,3,True,False,4,19,73,0,0
SAN BERNARDO,15,12,2022,3,True,False,3,20,68,0,0
SAN BERNARDO,15,12,2022,3,True,False,2,20,73,0,0
SAN BERNARDO,15,12,2022,3,True,False,1,20,73,0,2
SAN BERNARDO,15,12,2022,3,True,False,0,20,78,0,28
SAN BERNARDO,14,12,2022,2,True,False,23,21,73,0,32
SAN BERNARDO,14,12,2022,2,True,False,22,21,78,3,55
SAN BERNARDO,14,12,2022,2,True,False,21,22,64,22,44
SAN BERNARDO,14,12,2022,2,True,False,20,22,69,41,100
SAN BERNARDO,14,12,2022,2,True,False,19,22,73,108,115
SAN BERNARDO,14,12,2022,2,True,False,18,23,69,105,107
SAN BERNARDO,14,12,2022,2,True,False,17,24,65,113,103
SAN BERNARDO,14,12,2022,2,True,False,16,23,89,107,76
SAN BERNARDO,14,12,2022,2,True,False,15,23,89,89,60
SAN BERNARDO,14,12,2022,2,True,False,14,24,83,63,101
SAN BERNARDO,14,12,2022,2,True,False,13,23,89,78,89
